1.3795,1.382
1.3817,1.3889
1.3894,1.3776
1.3777,1.3554
1.3554,1.3526
1.3526,1.3573
1.3576,1.3611
1.3611,1.3603
1.3617,1.3544
1.355,1.3538
1.354,1.3214
1.3222,1.3116
1.312,1.3208
1.3209,1.3227
1.3231,1.3504
1.3503,1.3529
1.3535,1.3276
1.3274,1.3148
1.3141,1.3275
1.3276,1.3275
1.326,1.3224
1.3226,1.3175
1.3203,1.2996
1.3,1.2893
1.2897,1.2815
1.2813,1.2813
1.2808,1.2806
1.2802,1.2748
1.2747,1.2663
1.2661,1.2839
1.2839,1.2772
1.273,1.2819
1.2846,1.277
1.2769,1.2809
1.2809,1.28
1.2796,1.2844
1.2843,1.3108
1.3111,1.32
1.32,1.3251
1.3251,1.3261
1.3262,1.3104
1.3104,1.3242
1.3241,1.3189
1.3189,1.3111
1.3111,1.2921
1.292,1.29
1.289,1.2829
1.2828,1.2767
1.2764,1.2779
1.278,1.268
1.2697,1.286
1.2842,1.2923
1.2935,1.2929
1.3019,1.2959
1.2971,1.297
1.2972,1.2704
1.2717,1.2639
1.2622,1.256
1.2556,1.2605
1.261,1.2591
1.2591,1.2479
1.2463,1.2335
1.2335,1.2091
1.2091,1.2008
1.1992,1.1948
1.1924,1.1764
1.1884,1.1587
1.1556,1.158
1.1594,1.1572
1.155,1.1413
1.1399,1.1546
1.1542,1.1599
1.1591,1.1642
1.1643,1.1599
1.1589,1.1361
1.1363,1.1429
1.144,1.132
1.133,1.1308
1.1315,1.1591
1.1602,1.1554
1.1558,1.1549
1.1621,1.1454
1.1456,1.1339
1.1334,1.1253
1.1262,1.131
1.1291,1.1238
1.124,1.1154
1.1132,1.0982
1.0969,1.0911
1.0928,1.0641
1.064,1.0501
1.0494,1.0593
1.0594,1.0753
1.0779,1.0745
1.0762,1.0819
1.0788,1.0846
1.0846,1.1041
1.0995,1.1016
1.1018,1.1113
1.111,1.1132
1.1132,1.1172
1.1169,1.1032
1.102,1.1019
1.1028,1.1334
1.134,1.1451
1.1456,1.1302
1.1294,1.1253
1.1255,1.1091
1.1097,1.0976
1.097,1.0997
1.1009,1.1013
1.1006,1.1027
1.1039,1.0851
1.0857,1.0735
1.0727,1.0665
1.0674,1.1003
1.1064,1.0686
1.0672,1.0806
1.0796,1.0761
1.076,1.0746
1.0761,1.0767
1.0778,1.0802
1.0754,1.0921
1.092,1.0855
1.0844,1.0876
1.0866,1.0752
1.077,1.0887
1.0845,1.0979
1.095,1.1036
1.102,1.1092
1.1065,1.1128
1.1125,1.1035
1.103,1.1185
1.117,1.1034
1.101,1.111
1.109,1.0942
1.0925,1.1067
1.105,1.0947
1.093,1.0885
1.087,1.0893
1.0875,1.1075
1.106,1.1096
1.1091,1.11
1.108,1.1077
1.105,1.0952
1.0919,1.0989
1.0955,1.123
1.1149,1.1386
1.14,1.1596
1.1555,1.1593
1.161,1.1713
1.173,1.1962
1.2015,1.2133
1.2115,1.2172
1.215,1.2002
1.194,1.1902
1.1905,1.1746
1.173,1.1683
1.168,1.1624
1.1605,1.149
1.148,1.1728
1.1715,1.1927
1.1915,1.1812
1.182,1.1681
1.1662,1.1724
1.1801,1.1585
1.1575,1.1563
1.1565,1.1587
1.1579,1.1367
1.1383,1.126
1.1262,1.1306
1.1299,1.1058
1.1052,1.1025
1.0982,1.0818
1.0821,1.0905
1.0909,1.0889
1.0909,1.0765
1.0752,1.0794
1.0795,1.0794
1.0822,1.0702
1.0673,1.061
1.0608,1.0575
1.0589,1.0757
1.073,1.066
1.0676,1.0594
1.0576,1.043
1.0454,1.0373
1.0362,1.0514
1.0512,1.0401
1.0385,1.0428
1.0395,1.0247
1.025,1.02
1.0199,1.0201
1.0182,1.0525
1.0523,1.0708
1.0697,1.0733
1.0729,1.0566
1.0571,1.0679
1.0676,1.0466
1.0471,1.0613
1.0596,1.0367
1.0362,1.0425
1.0411,1.0439
1.0438,1.0723
1.0718,1.0634
1.0625,1.0878
1.0887,1.0693
1.0692,1.0521
1.0536,1.0417
1.0432,1.0319
1.0324,1.0302
1.0303,1.0173
1.0164,1.0032
1.003,1.0133
1.0137,1.0075
1.0078,1.0138
1.0135,1.0086
1.008,1.0301
1.0294,1.0126
1.0129,1.009
1.0058,0.9745
0.9762,0.9838
0.9835,0.9808
0.9802,0.984
0.985,0.9745
0.9736,0.9601
0.9565,0.9635
0.9627,0.9729
0.971,0.9785
0.9764,0.9576
0.9568,0.9552
0.9537,0.9583
0.9647,0.9389
0.94,0.9112
0.9113,0.8955
0.898,0.9153
0.9187,0.8975
0.8978,0.9324
0.9311,0.9468
0.9459,0.9533
0.9536,0.9648
0.9643,0.9363
0.936,0.9527
0.9524,0.9482
0.9482,0.9386
0.9381,0.9365
0.9361,0.9228
0.9236,0.9084
0.9071,0.904
0.9037,0.9071
0.9068,0.9025
0.9022,0.9006
0.9,0.867
0.8639,0.8532
0.8528,0.877
0.8795,0.8848
0.8838,0.8687
0.8683,0.857
0.8555,0.8425
0.8411,0.8393
0.8411,0.8677
0.866,0.8611
0.8619,0.8485
0.8486,0.8383
0.8392,0.88
0.8785,0.8899
0.8811,0.8967
0.8944,0.9237
0.9225,0.9426
0.9424,0.9579
0.9582,0.9522
0.9522,0.9348
0.9345,0.9249
0.9235,0.9365
0.9351,0.9246
0.9253,0.9148
0.9129,0.9197
0.9172,0.9366
0.9361,0.9337
0.9316,0.8988
0.8967,0.8895
0.8894,0.876
0.874,0.904
0.9032,0.8886
0.8888,0.9026
0.9015,0.892
0.8915,0.8926
0.8927,0.8751
0.8757,0.8815
0.8799,0.8612
0.8603,0.8479
0.8469,0.8506
0.85,0.8615
0.8631,0.8573
0.8568,0.8494
0.8505,0.848
0.8468,0.8546
0.8541,0.8713
0.8706,0.8776
0.8778,0.8843
0.8835,0.893
0.8938,0.9182
0.9177,0.9148
0.9146,0.9126
0.9094,0.9076
0.9067,0.9206
0.9237,0.9145
0.9135,0.9114
0.9116,0.9185
0.9192,0.9114
0.9118,0.8989
0.8986,0.8923
0.8923,0.904
0.9018,0.8943
0.8945,0.8843
0.8843,0.8783
0.8781,0.8966
0.8957,0.8904
0.8893,0.9042
0.9036,0.8888
0.8887,0.8849
0.8843,0.8945
0.8956,0.8924
0.8946,0.8847
0.884,0.8652
0.8645,0.8621
0.8615,0.8729
0.8707,0.8736
0.8733,0.8757
0.8752,0.8655
0.8648,0.8747
0.8737,0.8826
0.881,0.8773
0.8774,0.8723
0.8715,0.879
0.879,0.8807
0.8796,0.8919
0.8894,0.9015
0.9013,0.917
0.9164,0.9142
0.9134,0.9207
0.9205,0.9206
0.9206,0.934
0.9326,0.9427
0.9431,0.9456
0.9451,0.9705
0.9699,0.9912
0.9912,0.9732
0.9745,0.9906
0.9913,1.0118
1.0113,0.9873
0.9872,0.9867
0.9866,0.9703
0.9698,0.9852
0.9843,0.973
0.9733,0.9822
0.9823,0.9818
0.9816,0.9718
0.9708,0.9822
0.9807,0.9805
0.9813,0.9792
0.9789,0.9872
0.9873,0.9725
0.9721,0.9761
0.9764,0.9965
0.9964,1.0133
1.0128,1.0099
1.01,0.9968
0.9969,0.9949
0.9944,1.0099
1.01,1.0239
1.0234,1.0269
1.0263,1.044
1.0419,1.0425
1.0419,1.0581
1.0578,1.0669
1.0657,1.0827
1.0838,1.077
1.0787,1.0819
1.0819,1.0791
1.0774,1.0775
1.0722,1.0808
1.0778,1.1008
1.1006,1.0747
1.0785,1.0528
1.0587,1.0785
1.0797,1.073
1.0671,1.0749
1.0743,1.0875
1.0897,1.1033
1.1038,1.1231
1.1227,1.149
1.1532,1.1596
1.1673,1.1841
1.1831,1.1774
