day,open,high,low,close,volume,T_close,T_low,T_high,BorS
20120619,1.25766,1.27297,1.25682,1.26877,88455,1.26974,1.26381,1.27418,1
20120620,1.26878,1.27418,1.26381,1.26974,88858,1.25474,1.25317,1.27009,0
20120621,1.26975,1.27009,1.25317,1.25474,92236,1.25677,1.25191,1.25827,1
20120622,1.25475,1.25827,1.25191,1.25677,76327,1.25008,1.2471,1.25575,0
20120625,1.25544,1.25575,1.2471,1.25008,72483,1.2491,1.24419,1.25298,0
20120626,1.25003,1.25298,1.24419,1.2491,82709,1.24686,1.24454,1.25074,0
20120627,1.24911,1.25074,1.24454,1.24686,77962,1.24403,1.24071,1.25236,0
20120628,1.24686,1.25236,1.24071,1.24403,87821,1.26655,1.24331,1.26918,1
20120629,1.24402,1.26918,1.24331,1.26655,99444,1.25846,1.2568,1.26703,0
20120702,1.26696,1.26703,1.2568,1.25846,75159,1.26058,1.25588,1.26257,1
20120703,1.25845,1.26257,1.25588,1.26058,72204,1.25261,1.2508,1.26063,0
20120704,1.26057,1.26063,1.2508,1.25261,67460,1.23901,1.23637,1.25375,0
20120705,1.25262,1.25375,1.23637,1.23901,82763,1.22875,1.22598,1.24008,0
20120706,1.23899,1.24008,1.22598,1.22875,79040,1.23135,1.22557,1.2323,1
20120709,1.22659,1.2323,1.22557,1.23135,73736,1.2251,1.22351,1.23331,0
20120710,1.23135,1.23331,1.22351,1.2251,76793,1.22422,1.22124,1.22957,0
20120711,1.22512,1.22957,1.22124,1.22422,76040,1.21989,1.2167,1.22475,0
20120712,1.22422,1.22475,1.2167,1.21989,79116,1.22485,1.21622,1.22554,1
20120713,1.21988,1.22554,1.21622,1.22485,73513,1.22695,1.21753,1.22889,1
20120716,1.22498,1.22889,1.21753,1.22695,66895,1.22887,1.2189,1.23156,1
20120717,1.22693,1.23156,1.2189,1.22887,77830,1.22802,1.22166,1.23052,0
20120718,1.2289,1.23052,1.22166,1.22802,77057,1.22742,1.2229,1.23214,0
20120719,1.22804,1.23214,1.2229,1.22742,81345,1.21551,1.2144,1.22823,0
20120720,1.22741,1.22823,1.2144,1.21551,76812,1.21153,1.20669,1.21438,0
20120723,1.21217,1.21438,1.20669,1.21153,86146,1.20602,1.20418,1.21368,0
20120724,1.21152,1.21368,1.20418,1.20602,85876,1.21479,1.20529,1.21681,1
20120725,1.20604,1.21681,1.20529,1.21479,86998,1.22788,1.21172,1.23276,1
20120726,1.2148,1.23276,1.21172,1.22788,86590,1.23211,1.22417,1.23889,1
20120727,1.22787,1.23889,1.22417,1.23211,88386,1.22548,1.22251,1.23099,0
20120730,1.23012,1.23099,1.22251,1.22548,71861,1.22989,1.22487,1.23289,1
20120731,1.22548,1.23289,1.22487,1.22989,79110,1.22287,1.22175,1.23357,0
20120801,1.22989,1.23357,1.22175,1.22287,75656,1.21822,1.21337,1.24011,0
20120802,1.22286,1.24011,1.21337,1.21822,89237,1.23848,1.21662,1.23918,1
20120803,1.2182,1.23918,1.21662,1.23848,81209,1.2398,1.23413,1.24422,1
20120806,1.23945,1.24422,1.23413,1.2398,76389,1.23972,1.23756,1.24414,0
20120807,1.23978,1.24414,1.23756,1.23972,74947,1.23645,1.23264,1.24016,0
20120808,1.23972,1.24016,1.23264,1.23645,74782,1.23037,1.22667,1.2386,0
20120809,1.23646,1.2386,1.22667,1.23037,77253,1.22884,1.22409,1.23156,0
20120810,1.23037,1.23156,1.22409,1.22884,70941,1.23322,1.22604,1.23729,1
20120813,1.22864,1.23729,1.22604,1.23322,69132,1.23183,1.23166,1.23849,0
20120814,1.23321,1.23849,1.23166,1.23183,70319,1.22861,1.22636,1.23429,0
20120815,1.23184,1.23429,1.22636,1.22861,62313,1.23558,1.22561,1.23718,1
20120816,1.22861,1.23718,1.22561,1.23558,68593,1.23327,1.22886,1.23814,0
20120817,1.23558,1.23814,1.22886,1.23327,65877,1.23459,1.22948,1.23683,1
20120820,1.2338,1.23683,1.22948,1.23459,64261,1.24701,1.23457,1.24868,1
20120821,1.23459,1.24868,1.23457,1.24701,70292,1.25297,1.2431,1.25367,1
20120822,1.24702,1.25367,1.2431,1.25297,74426,1.2564,1.25232,1.25885,1
20120823,1.25298,1.25885,1.25232,1.2564,74036,1.25109,1.24822,1.25675,0
20120824,1.25639,1.25675,1.24822,1.25109,62139,1.24971,1.24894,1.25349,0
20120827,1.25118,1.25349,1.24894,1.24971,44367,1.25635,1.24647,1.25753,1
20120828,1.2497,1.25753,1.24647,1.25635,55730,1.25305,1.25184,1.25723,0
20120829,1.25633,1.25723,1.25184,1.25305,51809,1.25056,1.24875,1.25632,0
20120830,1.25305,1.25632,1.24875,1.25056,53033,1.25783,1.24929,1.2636,1
20120831,1.25057,1.2636,1.24929,1.25783,66429,1.2587,1.25598,1.26098,1
20120903,1.25803,1.26098,1.25598,1.2587,49267,1.25668,1.2555,1.26267,0
20120904,1.25872,1.26267,1.2555,1.25668,61072,1.26021,1.25012,1.26234,1
20120905,1.25667,1.26234,1.25012,1.26021,69679,1.2632,1.25619,1.26501,1
20120906,1.2602,1.26501,1.25619,1.2632,69894,1.28154,1.26262,1.28165,1
20120907,1.26321,1.28165,1.26262,1.28154,68178,1.27579,1.27543,1.2808,0
20120910,1.28064,1.2808,1.27543,1.27579,58405,1.28507,1.27565,1.28705,1
20120911,1.27578,1.28705,1.27565,1.28507,66822,1.28984,1.28148,1.29358,1
20120912,1.28506,1.29358,1.28148,1.28984,72911,1.29862,1.28564,1.30008,1
20120913,1.28982,1.30008,1.28564,1.29862,73091,1.31286,1.29795,1.31676,1
20120914,1.29862,1.31676,1.29795,1.31286,78937,1.31134,1.30831,1.31706,0
20120917,1.31239,1.31706,1.30831,1.31134,68341,1.30434,1.30288,1.31182,0
20120918,1.31133,1.31182,1.30288,1.30434,71566,1.30455,1.29929,1.30844,1
20120919,1.30433,1.30844,1.29929,1.30455,72339,1.29649,1.29201,1.30584,0
20120920,1.30453,1.30584,1.29201,1.29649,77052,1.29788,1.29553,1.30471,1
20120921,1.2965,1.30471,1.29553,1.29788,72607,1.29304,1.28905,1.29798,0
20120924,1.29789,1.29798,1.28905,1.29304,61714,1.29036,1.28863,1.297,0
20120925,1.29304,1.297,1.28863,1.29036,69256,1.28734,1.28349,1.29122,0
20120926,1.29034,1.29122,1.28349,1.28734,67119,1.29139,1.28293,1.29272,1
20120927,1.28735,1.29272,1.28293,1.29139,69776,1.28595,1.28382,1.29591,0
20120928,1.29139,1.29591,1.28382,1.28595,69494,1.2886,1.28031,1.29382,1
20121001,1.28488,1.29382,1.28031,1.2886,64697,1.29163,1.28797,1.29669,1
20121002,1.28859,1.29669,1.28797,1.29163,59022,1.29085,1.28769,1.29362,0
20121003,1.2916,1.29362,1.28769,1.29085,60404,1.30164,1.29075,1.3031,1
20121004,1.29084,1.3031,1.29075,1.30164,65442,1.30391,1.29934,1.30708,1
20121005,1.30163,1.30708,1.29934,1.30391,58603,1.29665,1.29373,1.30246,0
20121008,1.30231,1.30246,1.29373,1.29665,54356,1.28837,1.28585,1.29902,0
20121009,1.29675,1.29902,1.28585,1.28837,60197,1.2851,1.28352,1.29124,0
20121010,1.28835,1.29124,1.28352,1.2851,59630,1.29298,1.28253,1.29504,1
20121011,1.28511,1.29504,1.28253,1.29298,56964,1.29503,1.29219,1.2991,1
20121012,1.29297,1.2991,1.29219,1.29503,54130,1.29456,1.28908,1.29784,0
20121015,1.29545,1.29784,1.28908,1.29456,54667,1.30977,1.29424,1.30983,1
20121016,1.29459,1.30983,1.29424,1.30977,57973,1.31149,1.30828,1.31384,1
20121017,1.30975,1.31384,1.30828,1.31149,60652,1.30682,1.30553,1.3128,0
20121018,1.31149,1.3128,1.30553,1.30682,60846,1.3023,1.30128,1.30764,0
20121019,1.30679,1.30764,1.30128,1.3023,55507,1.30649,1.30154,1.30824,1
20121022,1.30231,1.30824,1.30154,1.30649,55092,1.29838,1.29515,1.30748,0
20121023,1.30649,1.30748,1.29515,1.29838,57370,1.29698,1.29201,1.29962,0
20121024,1.2984,1.29962,1.29201,1.29698,57655,1.29416,1.29265,1.30224,0
20121025,1.297,1.30224,1.29265,1.29416,55774,1.29385,1.28819,1.29556,0
20121026,1.29415,1.29556,1.28819,1.29385,51176,1.29032,1.28846,1.29356,0
20121029,1.29244,1.29356,1.28846,1.29032,33387,1.29662,1.28853,1.29828,1
20121030,1.29031,1.29828,1.28853,1.29662,36516,1.29582,1.29458,1.30199,0
20121031,1.2966,1.30199,1.29458,1.29582,50667,1.29467,1.29243,1.2982,0
20121101,1.29581,1.2982,1.29243,1.29467,50948,1.28333,1.28207,1.29476,0
20121102,1.29466,1.29476,1.28207,1.28333,54714,1.27967,1.27669,1.28418,0
20121105,1.28198,1.28418,1.27669,1.27967,55087,1.2809,1.27632,1.2826,1
20121106,1.27965,1.2826,1.27632,1.2809,58709,1.27705,1.27358,1.28757,0
20121107,1.28091,1.28757,1.27358,1.27705,75756,1.27435,1.27171,1.27754,0
20121108,1.27705,1.27754,1.27171,1.27435,63598,1.27106,1.26895,1.27895,0
20121109,1.27438,1.27895,1.26895,1.27106,63401,1.27069,1.2697,1.27385,0
20121112,1.27154,1.27385,1.2697,1.27069,47903,1.27017,1.26612,1.27261,0
20121113,1.27069,1.27261,1.26612,1.27017,61566,1.27324,1.27015,1.27758,1
20121114,1.27018,1.27758,1.27015,1.27324,64072,1.27801,1.27169,1.2801,1
20121115,1.27326,1.2801,1.27169,1.27801,59959,1.27418,1.26905,1.27837,0
20121116,1.27801,1.27837,1.26905,1.27418,58030,1.27808,1.27396,1.28188,1
20121119,1.27411,1.28188,1.27396,1.27808,56293,1.28134,1.27646,1.28276,1
20121120,1.27806,1.28276,1.27646,1.28134,58817,1.28268,1.27359,1.28324,1
20121121,1.28134,1.28324,1.27359,1.28268,60945,1.288,1.28269,1.28983,1
20121122,1.28269,1.28983,1.28269,1.288,52554,1.29729,1.28677,1.29896,1
20121123,1.28799,1.29896,1.28677,1.29729,51343,1.29934,1.29435,1.30053,1
20121126,1.29731,1.30053,1.29435,1.29934,53832,1.29369,1.2915,1.30077,0
20121127,1.29931,1.30077,1.2915,1.29369,61254,1.29496,1.28796,1.29606,1
20121128,1.29369,1.29606,1.28796,1.29496,59525,1.29765,1.29385,1.30125,1
20121129,1.29499,1.30125,1.29385,1.29765,53841,1.29848,1.29679,1.30267,1
20121130,1.29763,1.30267,1.29679,1.29848,58301,1.30587,1.29882,1.30751,1
20121203,1.29934,1.30751,1.29882,1.30587,53930,1.30935,1.30453,1.31073,1
20121204,1.30584,1.31073,1.30453,1.30935,55870,1.30701,1.30596,1.31253,0
20121205,1.30934,1.31253,1.30596,1.30701,54074,1.29571,1.295,1.30857,0
20121206,1.30702,1.30857,1.295,1.29571,57791,1.29261,1.28769,1.29718,0
20121207,1.29573,1.29718,1.28769,1.29261,53245,1.294,1.28855,1.29458,1
20121210,1.28992,1.29458,1.28855,1.294,49425,1.30078,1.29283,1.3014,1
20121211,1.294,1.3014,1.29283,1.30078,51764,1.30698,1.29951,1.3096,1
20121212,1.3008,1.3096,1.29951,1.30698,52652,1.30745,1.30405,1.30998,1
20121213,1.307,1.30998,1.30405,1.30745,51954,1.31622,1.30657,1.31727,1
20121214,1.30748,1.31727,1.30657,1.31622,52693,1.31593,1.31437,1.31863,0
20121217,1.31821,1.31863,1.31437,1.31593,47536,1.32235,1.31558,1.32376,1
20121218,1.31594,1.32376,1.31558,1.32235,46291,1.31986,1.31889,1.33076,0
20121219,1.32237,1.33076,1.31889,1.31986,56575,1.32454,1.31988,1.32942,1
20121220,1.31988,1.32942,1.31988,1.32454,54315,1.31867,1.3157,1.32464,0
20121221,1.32461,1.32464,1.3157,1.31867,61536,1.3187,1.31706,1.32326,1
20121224,1.3179,1.32326,1.31706,1.3187,32295,1.32203,1.31826,1.32534,1
20121226,1.31867,1.32534,1.31826,1.32203,27835,1.32342,1.32014,1.32833,1
20121227,1.32204,1.32833,1.32014,1.32342,48235,1.32146,1.31654,1.32562,0
20121228,1.32344,1.32562,1.31654,1.32146,45173,1.3197,1.31716,1.32338,0
20121231,1.32157,1.32338,1.31716,1.3197,35270,1.32053,1.31977,1.32192,1
20130101,1.32036,1.32192,1.31977,1.32053,1372,1.31888,1.31567,1.32992,0
20130102,1.32049,1.32992,1.31567,1.31888,83431,1.30366,1.30246,1.31889,0
20130103,1.31889,1.31889,1.30246,1.30366,50519,1.30677,1.29975,1.30884,1
20130104,1.30364,1.30884,1.29975,1.30677,49252,1.31252,1.30165,1.31276,1
20130107,1.30779,1.31276,1.30165,1.31252,48814,1.30802,1.30569,1.31388,0
20130108,1.31253,1.31388,1.30569,1.30802,50086,1.3054,1.30364,1.30953,0
20130109,1.30804,1.30953,1.30364,1.3054,48758,1.32668,1.30383,1.32789,1
20130110,1.30538,1.32789,1.30383,1.32668,53915,1.33416,1.32481,1.33644,1
20130111,1.32669,1.33644,1.32481,1.33416,54809,1.33765,1.33357,1.34031,1
20130114,1.33621,1.34031,1.33357,1.33765,50048,1.32972,1.32664,1.3393,0
20130115,1.33762,1.3393,1.32664,1.32972,57596,1.32901,1.32564,1.33242,0
20130116,1.32972,1.33242,1.32564,1.32901,53389,1.33743,1.32696,1.33871,1
20130117,1.32905,1.33871,1.32696,1.33743,54847,1.33195,1.32798,1.33979,0
20130118,1.33741,1.33979,1.32798,1.33195,53783,1.33153,1.32991,1.33315,1
20130121,1.33107,1.33315,1.32991,1.33153,37618,1.33213,1.32667,1.33711,1
20130122,1.33149,1.33711,1.32667,1.33213,55080,1.33094,1.32642,1.33538,0
20130123,1.3321,1.33538,1.32642,1.33094,47766,1.3379,1.32859,1.33922,1
20130124,1.33095,1.33922,1.32859,1.3379,55147,1.34629,1.335,1.34785,1
20130125,1.3379,1.34785,1.335,1.34629,57450,1.34447,1.34244,1.34765,0
20130128,1.34598,1.34765,1.34244,1.34447,50182,1.34867,1.3414,1.34963,1
20130129,1.34446,1.34963,1.3414,1.34867,53730,1.35677,1.34816,1.35857,1
20130130,1.34866,1.35857,1.34816,1.35677,57285,1.35869,1.35409,1.35931,1
20130131,1.35676,1.35931,1.35409,1.35869,53997,1.36391,1.35828,1.37106,1
20130201,1.35864,1.37106,1.35828,1.36391,63059,1.35026,1.34985,1.36532,0
20130204,1.36488,1.36532,1.34985,1.35026,57532,1.35816,1.34578,1.35969,1
20130205,1.35024,1.35969,1.34578,1.35816,64106,1.35175,1.34939,1.35953,0
20130206,1.35815,1.35953,1.34939,1.35175,58827,1.33943,1.33705,1.35765,0
20130207,1.35174,1.35765,1.33705,1.33943,63280,1.33614,1.33532,1.34282,0
20130208,1.33945,1.34282,1.33532,1.33614,56801,1.34016,1.33562,1.34265,1
20130211,1.33682,1.34265,1.33562,1.34016,50788,1.34518,1.3364,1.34751,1
20130212,1.34015,1.34751,1.3364,1.34518,55790,1.34484,1.3426,1.35193,0
20130213,1.34519,1.35193,1.3426,1.34484,52945,1.33573,1.33147,1.34546,0
20130214,1.34483,1.34546,1.33147,1.33573,57620,1.33585,1.33062,1.33929,1
20130215,1.33572,1.33929,1.33062,1.33585,44264,1.33515,1.33215,1.33782,1
20130218,1.33484,1.33782,1.33215,1.33515,30012,1.33847,1.33294,1.33954,1
20130219,1.33518,1.33954,1.33294,1.33847,34759,1.32874,1.32709,1.34316,0
20130220,1.33846,1.34316,1.32709,1.32874,40208,1.31916,1.31612,1.32888,0
20130221,1.32872,1.32888,1.31612,1.31916,41856,1.31907,1.31451,1.32443,0
20130222,1.31915,1.32443,1.31451,1.31907,36020,1.30574,1.30487,1.33183,0
20130225,1.31904,1.33183,1.30487,1.30574,51066,1.30645,1.3018,1.31209,1
20130226,1.30575,1.31209,1.3018,1.30645,54147,1.31352,1.30415,1.31465,1
20130227,1.30646,1.31465,1.30415,1.31352,47288,1.30665,1.30527,1.31605,0
20130228,1.31352,1.31605,1.30527,1.30665,40009,1.3018,1.29664,1.31006,0
20130301,1.30664,1.31006,1.29664,1.3018,40339,1.30241,1.29822,1.30304,1
20130304,1.30136,1.30304,1.29822,1.30241,15791,1.30439,1.30122,1.30742,1
20130305,1.30252,1.30742,1.30122,1.30439,14698,1.29765,1.29646,1.30698,0
20130306,1.30438,1.30698,1.29646,1.29765,24480,1.31042,1.29731,1.31181,1
20130307,1.29769,1.31181,1.29731,1.31042,47147,1.30042,1.2955,1.31341,0
20130308,1.31043,1.31341,1.2955,1.30042,36349,1.30344,1.29793,1.30535,1
20130311,1.29892,1.30535,1.29793,1.30344,36100,1.30277,1.29909,1.30742,0
20130312,1.30341,1.30742,1.29909,1.30277,47319,1.29568,1.29228,1.30646,0
20130313,1.30277,1.30646,1.29228,1.29568,47353,1.30124,1.2911,1.30311,1
20130314,1.29568,1.30311,1.2911,1.30124,53318,1.30754,1.30023,1.31069,1
20130315,1.30124,1.31069,1.30023,1.30754,49752,1.29425,1.28817,1.29954,1
20130318,1.29071,1.29954,1.28817,1.29425,59151,1.28578,1.28438,1.29694,0
20130319,1.29423,1.29694,1.28438,1.28578,60018,1.2933,1.28566,1.29776,1
20130320,1.28578,1.29776,1.28566,1.2933,52698,1.2898,1.28799,1.29551,0
20130321,1.29331,1.29551,1.28799,1.2898,54329,1.29867,1.2888,1.30095,1
20130322,1.28981,1.30095,1.2888,1.29867,46496,1.28593,1.28296,1.30479,0
20130325,1.29724,1.30479,1.28296,1.28593,56968,1.28633,1.28286,1.28895,1
20130326,1.28596,1.28895,1.28286,1.28633,48138,1.27785,1.27509,1.28668,0
20130327,1.28632,1.28668,1.27509,1.27785,47393,1.28144,1.2755,1.28443,1
20130328,1.27786,1.28443,1.2755,1.28144,44308,1.28148,1.2793,1.28368,1
20130329,1.28144,1.28368,1.2793,1.28148,20341,1.28435,1.2771,1.28677,1
20130401,1.28112,1.28677,1.2771,1.28435,27123,1.28223,1.28086,1.28775,0
20130402,1.28431,1.28775,1.28086,1.28223,41692,1.28427,1.27898,1.28639,1
20130403,1.28221,1.28639,1.27898,1.28427,39324,1.2933,1.27454,1.29487,1
20130404,1.28427,1.29487,1.27454,1.2933,51315,1.29915,1.29005,1.30397,1
20130405,1.2933,1.30397,1.29005,1.29915,48503,1.30184,1.29683,1.30376,1
20130408,1.29937,1.30376,1.29683,1.30184,42368,1.30812,1.30045,1.31029,1
20130409,1.30184,1.31029,1.30045,1.30812,46641,1.30667,1.30521,1.31214,0
20130410,1.30811,1.31214,1.30521,1.30667,41747,1.31065,1.30431,1.3138,1
20130411,1.30668,1.3138,1.30431,1.31065,45078,1.31082,1.30366,1.31262,1
20130412,1.31065,1.31262,1.30366,1.31082,45202,1.30466,1.3021,1.31094,0
20130415,1.31025,1.31094,1.3021,1.30466,55614,1.3179,1.30275,1.32015,1
20130416,1.30466,1.32015,1.30275,1.3179,59271,1.30355,1.30011,1.31995,0
20130417,1.3179,1.31995,1.30011,1.30355,57926,1.30483,1.30208,1.30961,1
20130418,1.30355,1.30961,1.30208,1.30483,55572,1.3051,1.3047,1.31282,1
20130419,1.30485,1.31282,1.3047,1.3051,45666,1.30615,1.3015,1.3084,0
20130422,1.30691,1.3084,1.3015,1.30615,40931,1.30006,1.2973,1.30831,0
20130423,1.30615,1.30831,1.2973,1.30006,49010,1.30111,1.29547,1.3034,1
20130424,1.3001,1.3034,1.29547,1.30111,44247,1.30088,1.29887,1.30933,0
20130425,1.30111,1.30933,1.29887,1.30088,44906,1.30267,1.29905,1.30475,1
20130426,1.3009,1.30475,1.29905,1.30267,49237,1.30929,1.30318,1.31163,1
20130429,1.30585,1.31163,1.30318,1.30929,39187,1.31664,1.3054,1.31858,1
20130430,1.30929,1.31858,1.3054,1.31664,42819,1.31836,1.31605,1.32427,1
20130501,1.31667,1.32427,1.31605,1.31836,38934,1.30618,1.30376,1.32176,0
20130502,1.31842,1.32176,1.30376,1.30618,47444,1.31131,1.30323,1.31582,1
20130503,1.3062,1.31582,1.30323,1.31131,41708,1.30727,1.30534,1.31406,0
20130506,1.3117,1.31406,1.30534,1.30727,29336,1.30787,1.30677,1.31315,1
20130507,1.30728,1.31315,1.30677,1.30787,35911,1.316,1.30715,1.31944,1
20130508,1.30787,1.31944,1.30715,1.316,39904,1.30441,1.30098,1.31769,0
20130509,1.31592,1.31769,1.30098,1.30441,42809,1.29853,1.2935,1.30506,0
20130510,1.30446,1.30506,1.2935,1.29853,52416,1.2982,1.29415,1.29982,1
20130513,1.29756,1.29982,1.29415,1.2982,42303,1.29313,1.29129,1.30293,0
20130514,1.29817,1.30293,1.29129,1.29313,48751,1.28802,1.2843,1.29424,0
20130515,1.29313,1.29424,1.2843,1.28802,47512,1.28829,1.28463,1.29297,1
20130516,1.28808,1.29297,1.28463,1.28829,45563,1.28363,1.27962,1.28897,0
20130517,1.28835,1.28897,1.27962,1.28363,42041,1.28839,1.28192,1.29006,1
20130520,1.28446,1.29006,1.28192,1.28839,37757,1.29061,1.28413,1.29333,1
20130521,1.2884,1.29333,1.28413,1.29061,44370,1.28529,1.28335,1.2998,0
20130522,1.29055,1.2998,1.28335,1.28529,58656,1.29321,1.28214,1.29564,1
20130523,1.28527,1.29564,1.28214,1.29321,71843,1.29278,1.29043,1.29933,0
20130524,1.29322,1.29933,1.29043,1.29278,60138,1.29335,1.29152,1.29485,0
20130527,1.29363,1.29485,1.29152,1.29335,28748,1.28522,1.28493,1.29496,0
20130528,1.29332,1.29496,1.28493,1.28522,57161,1.29401,1.28378,1.29775,1
20130529,1.28522,1.29775,1.28378,1.29401,64365,1.3044,1.29334,1.30614,1
20130530,1.29398,1.30614,1.29334,1.3044,64443,1.29956,1.29442,1.30593,0
20130531,1.30458,1.30593,1.29442,1.29956,63007,1.307,1.29555,1.31074,1
20130603,1.29922,1.31074,1.29555,1.307,57282,1.30823,1.30426,1.31012,1
20130604,1.30699,1.31012,1.30426,1.30823,56585,1.30923,1.30532,1.31157,1
20130605,1.30821,1.31157,1.30532,1.30923,62130,1.32453,1.30749,1.33045,1
20130606,1.30923,1.33045,1.30749,1.32453,65836,1.32168,1.31915,1.32844,0
20130607,1.32452,1.32844,1.31915,1.32168,70848,1.32566,1.31772,1.32687,1
20130610,1.31917,1.32687,1.31772,1.32566,55336,1.33137,1.32322,1.33171,1
20130611,1.32567,1.33171,1.32322,1.33137,67927,1.3337,1.32656,1.33589,1
20130612,1.33135,1.33589,1.32656,1.3337,60714,1.33756,1.32786,1.33898,1
20130613,1.33369,1.33898,1.32786,1.33756,65265,1.33445,1.32947,1.33734,0
20130614,1.33734,1.33734,1.32947,1.33445,56671,1.3362,1.33184,1.33803,1
20130617,1.33487,1.33803,1.33184,1.3362,44997,1.3394,1.33258,1.34156,1
20130618,1.33623,1.34156,1.33258,1.3394,54596,1.32959,1.32621,1.34158,0
20130619,1.33941,1.34158,1.32621,1.32959,53774,1.3227,1.31612,1.33015,0
20130620,1.32959,1.33015,1.31612,1.3227,80015,1.31209,1.30988,1.32541,0
20130621,1.32268,1.32541,1.30988,1.31209,65213,1.31232,1.30592,1.31438,1
20130624,1.31042,1.31438,1.30592,1.31232,66315,1.30821,1.30651,1.31508,0
20130625,1.31232,1.31508,1.30651,1.30821,62447,1.30067,1.29848,1.3087,0
20130626,1.30822,1.3087,1.29848,1.30067,62387,1.30377,1.29999,1.30545,1
20130627,1.30116,1.30545,1.29999,1.30377,48578,1.30078,1.29911,1.31022,0
20130628,1.30378,1.31022,1.29911,1.30078,50884,1.30614,1.30052,1.307,1
20130701,1.30144,1.307,1.30052,1.30614,46804,1.29816,1.29636,1.3078,0
20130702,1.30614,1.3078,1.29636,1.29816,52956,1.30084,1.2923,1.30314,1
20130703,1.29815,1.30314,1.2923,1.30084,56314,1.2912,1.28831,1.30232,0
20130704,1.30084,1.30232,1.28831,1.2912,49867,1.28291,1.28061,1.29167,0
20130705,1.29114,1.29167,1.28061,1.28291,55417,1.28679,1.28117,1.28819,1
20130708,1.28204,1.28819,1.28117,1.28679,46239,1.27863,1.27553,1.28981,0
20130709,1.2868,1.28981,1.27553,1.27863,55495,1.30235,1.27647,1.30239,1
20130710,1.27862,1.30239,1.27647,1.30235,64933,1.30957,1.3006,1.32066,1
20130711,1.30236,1.32066,1.3006,1.30957,86319,1.30651,1.29992,1.31001,0
20130712,1.30958,1.31001,1.29992,1.30651,51763,1.3066,1.29934,1.30788,0
20130715,1.30664,1.30788,1.29934,1.3066,46547,1.31533,1.30524,1.31742,1
20130716,1.3066,1.31742,1.30524,1.31533,53550,1.31228,1.30831,1.31781,0
20130717,1.31541,1.31781,1.30831,1.31228,53071,1.31113,1.30668,1.31255,0
20130718,1.31228,1.31255,1.30668,1.31113,46091,1.31408,1.30891,1.31539,1
20130719,1.31115,1.31539,1.30891,1.31408,43703,1.31842,1.31358,1.32179,1
20130722,1.31366,1.32179,1.31358,1.31842,40681,1.32232,1.31634,1.32386,1
20130723,1.31839,1.32386,1.31634,1.32232,43274,1.31972,1.31772,1.3256,0
20130724,1.32233,1.3256,1.31772,1.31972,48690,1.32759,1.31655,1.32956,1
20130725,1.31969,1.32956,1.31655,1.32759,49969,1.32765,1.32526,1.32968,1
20130726,1.32758,1.32968,1.32526,1.32765,43923,1.3262,1.32393,1.32949,0
20130729,1.32792,1.32949,1.32393,1.3262,41776,1.32626,1.32346,1.33009,1
20130730,1.32622,1.33009,1.32346,1.32626,42602,1.32963,1.3214,1.33446,1
20130731,1.32625,1.33446,1.3214,1.32963,54989,1.32096,1.31943,1.33108,0
20130801,1.33022,1.33108,1.31943,1.32096,48522,1.32798,1.31877,1.32937,1
20130802,1.32097,1.32937,1.31877,1.32798,46460,1.32611,1.32327,1.33003,0
20130805,1.32813,1.33003,1.32327,1.32611,40062,1.33073,1.3246,1.33229,1
20130806,1.32612,1.33229,1.3246,1.33073,41760,1.33365,1.32655,1.33452,1
20130807,1.3308,1.33452,1.32655,1.33365,48717,1.33814,1.33282,1.34002,1
20130808,1.33365,1.34002,1.33282,1.33814,44952,1.33387,1.33326,1.33903,0
20130809,1.33809,1.33903,1.33326,1.33387,35322,1.3299,1.32772,1.33439,0
20130812,1.33366,1.33439,1.32772,1.3299,36913,1.32601,1.32335,1.33171,0
20130813,1.32991,1.33171,1.32335,1.32601,46652,1.32577,1.32388,1.32795,0
20130814,1.32605,1.32795,1.32388,1.32577,41621,1.33504,1.32058,1.33623,1
20130815,1.32575,1.33623,1.32058,1.33504,44415,1.33279,1.33109,1.33798,0
20130816,1.33503,1.33798,1.33109,1.33279,41021,1.33357,1.33152,1.33744,1
20130819,1.33354,1.33744,1.33152,1.33357,40645,1.34176,1.33233,1.34518,1
20130820,1.33357,1.34518,1.33233,1.34176,48547,1.33579,1.33355,1.34267,0
20130821,1.34178,1.34267,1.33355,1.33579,48991,1.33559,1.3298,1.3373,0
20130822,1.33577,1.3373,1.3298,1.33559,46135,1.33788,1.33334,1.34097,1
20130823,1.33557,1.34097,1.33334,1.33788,40154,1.33702,1.33566,1.33942,0
20130826,1.33819,1.33942,1.33566,1.33702,27903,1.33905,1.33232,1.33986,1
20130827,1.33701,1.33986,1.33232,1.33905,42738,1.33404,1.3305,1.33976,0
20130828,1.33906,1.33976,1.3305,1.33404,43311,1.32374,1.32195,1.33431,0
20130829,1.33404,1.33431,1.32195,1.32374,45277,1.32195,1.3175,1.32546,0
20130830,1.32389,1.32546,1.3175,1.32195,40571,1.31957,1.31837,1.3227,0
20130902,1.32122,1.3227,1.31837,1.31957,30709,1.31661,1.31386,1.31969,0
20130903,1.31954,1.31969,1.31386,1.31661,36811,1.32028,1.31571,1.32178,1
20130904,1.31667,1.32178,1.31571,1.32028,34739,1.31177,1.31104,1.32226,0
20130905,1.32043,1.32226,1.31104,1.31177,37261,1.31766,1.31047,1.3189,1
